"TripType","VisitNumber","Weekday","Upc","ScanCount","DepartmentDescription","FinelineNumber"
36,35812,"Wednesday",68113110523,1,"PERSONAL CARE",3064
36,35812,"Wednesday",31254730620,1,"PERSONAL CARE",805
39,35813,"Wednesday",4319439270,1,"PERSONAL CARE",5114
39,35813,"Wednesday",68113110453,1,"PHARMACY OTC",281
39,35813,"Wednesday",3400000246,2,"IMPULSE MERCHANDISE",100
39,35813,"Wednesday",7048591901,1,"COOK AND DINE",2785
39,35813,"Wednesday",3700021854,1,"PERSONAL CARE",3119
39,35813,"Wednesday",3400000246,1,"IMPULSE MERCHANDISE",100
39,35813,"Wednesday",2211007980,1,"IMPULSE MERCHANDISE",135
39,35813,"Wednesday",61965909412,1,"ELECTRONICS",1200
39,35813,"Wednesday",3600034330,1,"PERSONAL CARE",3063
39,35813,"Wednesday",1254661229,1,"IMPULSE MERCHANDISE",135
39,35813,"Wednesday",3700012331,1,"PERSONAL CARE",1
39,35813,"Wednesday",1634690134,1,"COOK AND DINE",3700
39,35813,"Wednesday",2428615451,1,"PERSONAL CARE",8101
39,35813,"Wednesday",65006600016,1,"PHARMACY OTC",4079
39,35813,"Wednesday",7675333446,1,"COOK AND DINE",3700
38,35815,"Wednesday",7146432650,1,"PRODUCE",7916
38,35815,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
38,35815,"Wednesday",4850002111,1,"DAIRY",1402
38,35815,"Wednesday",7797508973,1,"IMPULSE MERCHANDISE",808
38,35815,"Wednesday",2840042073,1,"IMPULSE MERCHANDISE",808
38,35815,"Wednesday",5100021258,1,"DSD GROCERY",4649
5,35817,"Wednesday",8870201560,1,"GROCERY DRY GOODS",2602
5,35817,"Wednesday",4082,1,"PRODUCE",4020
5,35817,"Wednesday",68116817203,1,"PHARMACY OTC",506
5,35817,"Wednesday",5165109386,1,"GROCERY DRY GOODS",2500
5,35817,"Wednesday",5380031000,1,"GROCERY DRY GOODS",2541
5,35817,"Wednesday",7225002523,1,"COMM BREAD",3710
5,35817,"Wednesday",4046,1,"PRODUCE",5620
5,35817,"Wednesday",7295925521,1,"PHARMACY OTC",518
5,35817,"Wednesday",60538818778,1,"DAIRY",7956
40,35823,"Wednesday",4110070355,1,"BEAUTY",6000
40,35823,"Wednesday",1901470292,1,"PETS AND SUPPLIES",1436
40,35823,"Wednesday",3500074003,1,"PERSONAL CARE",203
40,35823,"Wednesday",75702628591,1,"OPTICAL - FRAMES",5030
40,35823,"Wednesday",4110000120,1,"BEAUTY",6124
40,35823,"Wednesday",7239298812,1,"DSD GROCERY",4754
40,35823,"Wednesday",84337004969,1,"PERSONAL CARE",5109
40,35823,"Wednesday",471984904636,1,"GIRLS WEAR, 4-6X  AND 7-14",581
40,35823,"Wednesday",88530634297,1,"GIRLS WEAR, 4-6X  AND 7-14",5139
40,35823,"Wednesday",2700062325,1,"DSD GROCERY",3008
40,35823,"Wednesday",89764000220,1,"BEAUTY",6080
40,35823,"Wednesday",8680087025,1,"BEAUTY",6080
40,35823,"Wednesday",30573288320,1,"PHARMACY OTC",2302
40,35823,"Wednesday",30041010184,1,"PERSONAL CARE",402
40,35823,"Wednesday",89764000291,1,"BEAUTY",6000
40,35823,"Wednesday",75752800879,1,"IMPULSE MERCHANDISE",808
40,35823,"Wednesday",471984904016,1,"GIRLS WEAR, 4-6X  AND 7-14",2710
40,35823,"Wednesday",2220094020,1,"PERSONAL CARE",60
40,35823,"Wednesday",5100017100,1,"DSD GROCERY",4653
40,35823,"Wednesday",7410857188,1,"PERSONAL CARE",5119
40,35823,"Wednesday",2840000985,1,"DSD GROCERY",7300
40,35823,"Wednesday",7023012723,1,"PETS AND SUPPLIES",5620
40,35823,"Wednesday",7023012723,2,"PETS AND SUPPLIES",5620
40,35823,"Wednesday",3800084486,1,"DSD GROCERY",3353
40,35823,"Wednesday",3800035004,1,"GROCERY DRY GOODS",3557
40,35823,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
40,35823,"Wednesday",31015883050,1,"PERSONAL CARE",205
40,35823,"Wednesday",1410008610,1,"DSD GROCERY",3861
40,35823,"Wednesday",3270082182,1,"PETS AND SUPPLIES",5003
40,35823,"Wednesday",7317020821,1,"DSD GROCERY",3235
40,35823,"Wednesday",5310000303,1,"PERSONAL CARE",211
40,35823,"Wednesday",4144900297,1,"GROCERY DRY GOODS",4102
40,35823,"Wednesday",85798000010,1,"PERSONAL CARE",5108
38,35825,"Wednesday",72957184448,1,"PRODUCE",43
38,35825,"Wednesday",20154500000,1,"SERVICE DELI",8001
38,35825,"Wednesday",8000000673,1,"GROCERY DRY GOODS",2901
38,35825,"Wednesday",7089302862,1,"GROCERY DRY GOODS",3309
27,35826,"Wednesday",84583808012,1,"OFFICE SUPPLIES",600
39,35827,"Wednesday",7874206092,1,"DSD GROCERY",3300
39,35827,"Wednesday",7874206089,1,"DSD GROCERY",3300
39,35827,"Wednesday",7231000103,2,"GROCERY DRY GOODS",3352
39,35827,"Wednesday",7073405243,2,"GROCERY DRY GOODS",3352
39,35827,"Wednesday",7073405243,-2,"GROCERY DRY GOODS",3352
7,35829,"Wednesday",20269900000,1,"SERVICE DELI",4042
30,35831,"Wednesday",71521127408,1,"INFANT APPAREL",6030
30,35831,"Wednesday",71521128482,1,"INFANT APPAREL",6106
30,35831,"Wednesday",88441006987,1,"ACCESSORIES",195
30,35831,"Wednesday",4321366851,1,"BRAS & SHAPEWEAR",398
36,35832,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
36,35832,"Wednesday",5280048262,1,"BEAUTY",4020
36,35832,"Wednesday",3400012180,1,"CANDY, TOBACCO, COOKIES",82
36,35832,"Wednesday",1111104090,1,"PERSONAL CARE",3181
36,35832,"Wednesday",30573191550,1,"IMPULSE MERCHANDISE",338
36,35832,"Wednesday",3400044860,1,"CANDY, TOBACCO, COOKIES",82
36,35832,"Wednesday",3660082800,1,"IMPULSE MERCHANDISE",338
36,35832,"Wednesday",7874208268,1,"PERSONAL CARE",402
36,35832,"Wednesday",3700007129,1,"PERSONAL CARE",5050
36,35832,"Wednesday",60538816262,1,"SHOES",8962
36,35832,"Wednesday",4000042161,1,"CANDY, TOBACCO, COOKIES",82
36,35832,"Wednesday",30573193251,1,"IMPULSE MERCHANDISE",338
36,35832,"Wednesday",60538816863,1,"SHOES",8971
9,35834,"Wednesday",88796103696,1,"TOYS",1506
40,35835,"Wednesday",9933893984,1,"LADIESWEAR",201
40,35835,"Wednesday",7871546205,1,"BRAS & SHAPEWEAR",2401
40,35835,"Wednesday",4031,1,"PRODUCE",6401
40,35835,"Wednesday",4031,-1,"PRODUCE",6401
40,35835,"Wednesday",7480618610,2,"LIQUOR,WINE,BEER",2900
40,35835,"Wednesday",1450001101,1,"FROZEN FOODS",1750
40,35835,"Wednesday",60538862128,1,"FINANCIAL SERVICES",0
40,35835,"Wednesday",1450001098,1,"FROZEN FOODS",1750
40,35835,"Wednesday",3338340010,1,"PRODUCE",6201
40,35835,"Wednesday",2840005515,1,"DSD GROCERY",3352
40,35835,"Wednesday",4011,1,"PRODUCE",5501
40,35835,"Wednesday",7045900573,1,"FROZEN FOODS",2008
40,35835,"Wednesday",3107,1,"PRODUCE",103
40,35835,"Wednesday",4222221691,1,"MEAT - FRESH & FROZEN",6002
40,35835,"Wednesday",60538871462,1,"DAIRY",9115
40,35835,"Wednesday",1600015990,1,"DSD GROCERY",3665
40,35835,"Wednesday",4046,1,"PRODUCE",5620
40,35835,"Wednesday",1410008547,1,"DSD GROCERY",3986
40,35835,"Wednesday",3700019003,1,"HOUSEHOLD CHEMICALS/SUPP",155
40,35835,"Wednesday",2529360027,1,"DAIRY",1511
40,35835,"Wednesday",82926812723,1,"LADIESWEAR",5018
40,35835,"Wednesday",7480618950,1,"LIQUOR,WINE,BEER",2900
40,35835,"Wednesday",60538816242,1,"SHOES",4904
40,35835,"Wednesday",7480618790,1,"LIQUOR,WINE,BEER",2900
40,35835,"Wednesday",88828940302,1,"PRODUCE",1215
40,35835,"Wednesday",60538816682,1,"SHOES",6318
40,35835,"Wednesday",73114972627,1,"SEAFOOD",1078
40,35835,"Wednesday",82926814469,1,"LADIESWEAR",9033
40,35835,"Wednesday",4327,1,"PRODUCE",6610
39,37149,"Wednesday",7675333348,1,"COOK AND DINE",3728
39,37149,"Wednesday",7047029061,1,"DAIRY",1341
39,37149,"Wednesday",4300004868,1,"GROCERY DRY GOODS",4304
39,37149,"Wednesday",7314115004,1,"GROCERY DRY GOODS",2258
39,37149,"Wednesday",5150055495,2,"GROCERY DRY GOODS",4060
39,37149,"Wednesday",7314115005,1,"GROCERY DRY GOODS",2258
39,37149,"Wednesday",7874236959,1,"GROCERY DRY GOODS",2755
39,37149,"Wednesday",2800051720,1,"GROCERY DRY GOODS",2707
39,37149,"Wednesday",64420941200,1,"GROCERY DRY GOODS",4063
30,37150,"Wednesday",2840042055,1,"IMPULSE MERCHANDISE",808
30,37150,"Wednesday",88309618366,1,"GIRLS WEAR, 4-6X  AND 7-14",7357
30,37150,"Wednesday",2563423044,1,"GIRLS WEAR, 4-6X  AND 7-14",8009
30,37150,"Wednesday",1292626537,1,"SHOES",4384
30,37150,"Wednesday",81755301300,1,"GIRLS WEAR, 4-6X  AND 7-14",3258
3,37152,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
39,37156,"Wednesday",85649000099,1,"OFFICE SUPPLIES",3627
39,37156,"Wednesday",7255400152,1,"FROZEN FOODS",1851
39,37156,"Wednesday",1380014410,1,"FROZEN FOODS",1901
39,37156,"Wednesday",7874235296,1,"GROCERY DRY GOODS",4402
39,37156,"Wednesday",2200001746,1,"IMPULSE MERCHANDISE",135
39,37156,"Wednesday",4132231141,1,"FROZEN FOODS",9705
39,37156,"Wednesday",7874207676,1,"HOUSEHOLD PAPER GOODS",6660
30,37157,"Wednesday",4383465277,1,"GIRLS WEAR, 4-6X  AND 7-14",8704
30,37157,"Wednesday",954201709,1,"CANDY, TOBACCO, COOKIES",86
30,37157,"Wednesday",60538816456,1,"SHOES",4109
9,37172,"Wednesday",1034390106,1,"ELECTRONICS",1265
8,37173,"Wednesday",7432309750,1,"GROCERY DRY GOODS",3682
8,37173,"Wednesday",7535310486,1,"OFFICE SUPPLIES",3522
38,37176,"Wednesday",3800057608,2,"GROCERY DRY GOODS",3600
38,37176,"Wednesday",7874235186,-1,"DAIRY",1508
38,37176,"Wednesday",7874235186,1,"DAIRY",1508
38,37176,"Wednesday",7874235186,1,"DAIRY",1508
38,37176,"Wednesday",7874235200,1,"DAIRY",1515
38,37178,"Wednesday",3500000163,1,"HOUSEHOLD CHEMICALS/SUPP",110
38,37178,"Wednesday",73246324707,1,"DAIRY",1406
38,37178,"Wednesday",1600027563,1,"GROCERY DRY GOODS",3555
38,37178,"Wednesday",7874235200,1,"DAIRY",1515
8,37184,"Wednesday",3600036964,1,"PHARMACY OTC",257
39,37185,"Wednesday",1864346102,2,"HOME MANAGEMENT",8103
39,37185,"Wednesday",2240000521,1,"PERSONAL CARE",5510
39,37185,"Wednesday",38137002493,1,"PERSONAL CARE",3030
39,37185,"Wednesday",2240062478,1,"PERSONAL CARE",5220
39,37185,"Wednesday",8087817687,1,"PERSONAL CARE",5027
39,37185,"Wednesday",7962564073,1,"BEAUTY",1430
39,37185,"Wednesday",88491882980,1,"LADIESWEAR",9131
39,37185,"Wednesday",9933893983,1,"LADIESWEAR",201
39,37185,"Wednesday",7874205776,1,"PRODUCE",33
9,37186,"Wednesday",3735590077,1,"OFFICE SUPPLIES",571
9,37186,"Wednesday",489704605074,1,"FABRICS AND CRAFTS",7007
9,37186,"Wednesday",489704605074,1,"FABRICS AND CRAFTS",7007
8,37187,"Wednesday",1200001880,1,"DSD GROCERY",9547
8,37187,"Wednesday",1200000452,1,"DSD GROCERY",3405
39,37188,"Wednesday",5210056924,1,"GROCERY DRY GOODS",4251
39,37188,"Wednesday",5210000348,1,"GROCERY DRY GOODS",4251
39,37188,"Wednesday",3120000293,3,"DSD GROCERY",4672
39,37188,"Wednesday",4110000484,1,"BEAUTY",6060
39,37189,"Wednesday",2430083785,1,"COMM BREAD",2286
39,37189,"Wednesday",4223830241,1,"IMPULSE MERCHANDISE",125
39,37189,"Wednesday",5138621210,1,"HOUSEHOLD CHEMICALS/SUPP",9720
39,37189,"Wednesday",84728001496,1,"SPORTING GOODS",8105
39,37189,"Wednesday",7226445007,1,"HARDWARE",7023
39,37189,"Wednesday",2430080617,1,"COMM BREAD",2286
9,37190,"Wednesday",7140001301,1,"LADIES SOCKS",3067
9,37190,"Wednesday",1070080722,1,"IMPULSE MERCHANDISE",100
42,37191,"Wednesday",88492010002,1,"OFFICE SUPPLIES",6464
42,37191,"Wednesday",2600001322,1,"OFFICE SUPPLIES",6684
42,37191,"Wednesday",7666616445,1,"TOYS",1803
42,37191,"Wednesday",7934068629,1,"PAINT AND ACCESSORIES",4201
42,37191,"Wednesday",31015883050,1,"PERSONAL CARE",205
42,37191,"Wednesday",4650140425,2,"FABRICS AND CRAFTS",4308
42,37191,"Wednesday",71958770326,1,"FABRICS AND CRAFTS",7453
42,37191,"Wednesday",400508613789,1,"TOYS",1421
42,37191,"Wednesday",71958770317,1,"FABRICS AND CRAFTS",7411
25,37193,"Wednesday",4321366852,1,"BRAS & SHAPEWEAR",398
25,37193,"Wednesday",3700081681,1,"PHARMACY OTC",250
25,37193,"Wednesday",3600034330,1,"PERSONAL CARE",3063
25,37193,"Wednesday",82926814058,1,"LADIESWEAR",1301
39,37194,"Wednesday",3500076374,1,"PERSONAL CARE",203
39,37194,"Wednesday",4223831221,1,"CANDY, TOBACCO, COOKIES",97
39,37194,"Wednesday",1480064697,1,"DSD GROCERY",4644
39,37194,"Wednesday",7048500891,1,"COOK AND DINE",2775
39,37194,"Wednesday",60308424964,1,"PERSONAL CARE",5024
39,37194,"Wednesday",2070922001,1,"IMPULSE MERCHANDISE",110
39,37194,"Wednesday",4166703813,1,"DSD GROCERY",3662
39,37194,"Wednesday",1700003943,1,"PERSONAL CARE",3180
44,37196,"Wednesday",74677231008,1,"PETS AND SUPPLIES",4810
44,37196,"Wednesday",30045091060,1,"PHARMACY OTC",2125
44,37196,"Wednesday",2006677018,1,"PAINT AND ACCESSORIES",1017
44,37196,"Wednesday",72450425004,1,"PAINT AND ACCESSORIES",1005
44,37196,"Wednesday",4900000790,1,"DSD GROCERY",4611
44,37196,"Wednesday",72400461619,1,"PHARMACY OTC",3524
44,37196,"Wednesday",4116800640,2,"IMPULSE MERCHANDISE",110
44,37196,"Wednesday",2969531168,1,"PETS AND SUPPLIES",4811
44,37196,"Wednesday",,1,"NULL",
44,37196,"Wednesday",7734112949,1,"AUTOMOTIVE",19
44,37196,"Wednesday",1991255111,1,"AUTOMOTIVE",5
44,37196,"Wednesday",74677231001,1,"PETS AND SUPPLIES",4810
44,37196,"Wednesday",72450409198,1,"PAINT AND ACCESSORIES",1021
44,37196,"Wednesday",4703410301,1,"PAINT AND ACCESSORIES",3017
44,37196,"Wednesday",2742670013,1,"PAINT AND ACCESSORIES",3012
44,37196,"Wednesday",1991253009,2,"AUTOMOTIVE",5
44,37196,"Wednesday",87186400437,1,"PETS AND SUPPLIES",4810
25,37197,"Wednesday",73528240029,1,"INFANT CONSUMABLE HARDLINES",1009
25,37197,"Wednesday",63133829928,1,"INFANT APPAREL",6802
25,37197,"Wednesday",88785402372,1,"LADIESWEAR",837
25,37197,"Wednesday",88811318817,-1,"LADIESWEAR",4301
25,37197,"Wednesday",88811318817,1,"LADIESWEAR",4301
25,37197,"Wednesday",88785402371,1,"LADIESWEAR",837
25,37197,"Wednesday",7432309750,1,"GROCERY DRY GOODS",3682
25,37197,"Wednesday",8511845822,1,"INFANT APPAREL",7007
25,37197,"Wednesday",880632366430,2,"LADIESWEAR",286
9,37198,"Wednesday",68113102966,1,"WIRELESS",26
8,37199,"Wednesday",4011,1,"PRODUCE",5501
8,37199,"Wednesday",9506,1,"DSD GROCERY",9225
9,37202,"Wednesday",88496806692,1,"LADIESWEAR",267
9,37202,"Wednesday",88496806682,1,"LADIESWEAR",267
8,37203,"Wednesday",2840033580,1,"DSD GROCERY",8251
8,37203,"Wednesday",4900005467,1,"DSD GROCERY",4610
8,37203,"Wednesday",2840043393,1,"IMPULSE MERCHANDISE",808
9,37205,"Wednesday",85119900100,1,"HARDWARE",1609
9,37205,"Wednesday",6827473441,1,"DSD GROCERY",2351
38,37206,"Wednesday",78616200355,1,"DSD GROCERY",3005
38,37206,"Wednesday",2900001666,1,"DSD GROCERY",3561
38,37206,"Wednesday",2430004125,1,"COMM BREAD",3707
38,37206,"Wednesday",3800076550,1,"FROZEN FOODS",2112
38,37206,"Wednesday",2500005542,1,"DAIRY",1404
38,37206,"Wednesday",71514172928,1,"DAIRY",9020
38,37206,"Wednesday",4400000057,1,"DSD GROCERY",3715
38,37206,"Wednesday",7047043231,1,"DAIRY",1344
38,37206,"Wednesday",3040077852,1,"HOUSEHOLD PAPER GOODS",3006
38,37206,"Wednesday",81311301189,1,"TOYS",6235
39,37207,"Wednesday",2113150475,2,"FROZEN FOODS",1901
39,37207,"Wednesday",1527273692,1,"HOME MANAGEMENT",7101
39,37207,"Wednesday",7066206603,1,"GROCERY DRY GOODS",2257
39,37207,"Wednesday",2127685913,1,"HOME MANAGEMENT",7106
39,37207,"Wednesday",7874235201,1,"DAIRY",1515
39,37207,"Wednesday",3800059663,1,"GROCERY DRY GOODS",3555
39,37207,"Wednesday",1200028619,1,"DSD GROCERY",3054
39,37207,"Wednesday",31254600094,1,"PHARMACY OTC",1110
39,37207,"Wednesday",4155428826,1,"BEAUTY",2235
39,37207,"Wednesday",5100011860,1,"FROZEN FOODS",9704
39,37207,"Wednesday",4369507111,1,"FROZEN FOODS",1952
39,37207,"Wednesday",7314115005,1,"GROCERY DRY GOODS",2258
39,37207,"Wednesday",2113180035,1,"FROZEN FOODS",1901
39,37207,"Wednesday",61884220487,1,"HOME MANAGEMENT",7113
39,37207,"Wednesday",61884220487,-1,"HOME MANAGEMENT",7113
39,37207,"Wednesday",63312515197,1,"HOME MANAGEMENT",7106
39,37207,"Wednesday",7124923848,1,"BEAUTY",6820
39,37207,"Wednesday",3700086749,1,"HOUSEHOLD CHEMICALS/SUPP",514
39,37207,"Wednesday",7874235192,2,"DSD GROCERY",9207
39,37207,"Wednesday",3827605012,1,"PERSONAL CARE",6105
35,37210,"Wednesday",7239233799,1,"DSD GROCERY",4631
35,37210,"Wednesday",7239232991,1,"DSD GROCERY",4631
35,37210,"Wednesday",7874202214,1,"DSD GROCERY",4631
35,37210,"Wednesday",7874227487,2,"DSD GROCERY",4631
36,37212,"Wednesday",7940006661,1,"PERSONAL CARE",5008
36,37212,"Wednesday",7940006662,1,"PERSONAL CARE",5030
36,37212,"Wednesday",890129801795,1,"BATH AND SHOWER",1703
36,37212,"Wednesday",3700016780,1,"PERSONAL CARE",3158
36,37212,"Wednesday",3700092495,1,"PERSONAL CARE",811
36,37214,"Wednesday",3700026732,1,"PERSONAL CARE",9113
36,37214,"Wednesday",3500014424,1,"PERSONAL CARE",3171
36,37214,"Wednesday",4011,1,"PRODUCE",5501
36,37214,"Wednesday",3107,1,"PRODUCE",103
36,37214,"Wednesday",3500074461,1,"PERSONAL CARE",202
36,37214,"Wednesday",81655901292,1,"PERSONAL CARE",5011
36,37214,"Wednesday",80829577805,-1,"GIRLS WEAR, 4-6X  AND 7-14",385
36,37214,"Wednesday",80829577805,1,"GIRLS WEAR, 4-6X  AND 7-14",385
36,37214,"Wednesday",1700002138,1,"PERSONAL CARE",4944
36,37214,"Wednesday",2074803184,1,"PERSONAL CARE",5109
36,37214,"Wednesday",63084090181,1,"PERSONAL CARE",9113
36,37214,"Wednesday",22862200000,6,"GIRLS WEAR, 4-6X  AND 7-14",9997
36,37214,"Wednesday",22862200000,1,"GIRLS WEAR, 4-6X  AND 7-14",9997
36,37214,"Wednesday",4958,1,"PRODUCE",701
36,37214,"Wednesday",3700089117,1,"HOUSEHOLD CHEMICALS/SUPP",511
36,37214,"Wednesday",1204404035,1,"PERSONAL CARE",9104
3,37216,"Wednesday",68113189617,1,"FINANCIAL SERVICES",0
3,37216,"Wednesday",7279903542,-1,"IMPULSE MERCHANDISE",125
3,37216,"Wednesday",7279903542,2,"IMPULSE MERCHANDISE",125
40,37217,"Wednesday",8398531480,1,"HOME MANAGEMENT",8442
40,37217,"Wednesday",4164200110,1,"GROCERY DRY GOODS",2759
40,37217,"Wednesday",7314918518,6,"HOME MANAGEMENT",6600
40,37217,"Wednesday",7797504184,1,"DSD GROCERY",9254
40,37217,"Wednesday",7874235187,1,"DAIRY",1508
40,37217,"Wednesday",8429710174,1,"COOK AND DINE",3914
40,37217,"Wednesday",20169400000,1,"MEAT - FRESH & FROZEN",6573
40,37217,"Wednesday",7294560136,1,"COMM BREAD",3702
40,37217,"Wednesday",3700013890,1,"HOUSEHOLD CHEMICALS/SUPP",700
40,37217,"Wednesday",7874236993,1,"GROCERY DRY GOODS",2602
40,37217,"Wednesday",2430004301,1,"COMM BREAD",3709
40,37217,"Wednesday",3800031610,1,"GROCERY DRY GOODS",3504
40,37217,"Wednesday",1600043471,1,"GROCERY DRY GOODS",3600
40,37217,"Wednesday",7911868806,1,"AUTOMOTIVE",5105
40,37217,"Wednesday",3800040260,1,"FROZEN FOODS",2112
40,37217,"Wednesday",1600044501,1,"GROCERY DRY GOODS",3600
3,37218,"Wednesday",68113189617,1,"FINANCIAL SERVICES",0
9,37219,"Wednesday",5107146590,1,"LADIESWEAR",4638
9,37219,"Wednesday",4741738699,1,"LADIES SOCKS",3610
9,37219,"Wednesday",880632366748,1,"LADIESWEAR",848
28,37220,"Wednesday",7825731869,1,"SPORTING GOODS",5805
28,37220,"Wednesday",7650109768,1,"SPORTING GOODS",5806
42,37221,"Wednesday",81755301171,1,"GIRLS WEAR, 4-6X  AND 7-14",3258
42,37221,"Wednesday",,1,"NULL",
42,37221,"Wednesday",4111600519,1,"IMPULSE MERCHANDISE",105
42,37221,"Wednesday",8171572556,1,"GIRLS WEAR, 4-6X  AND 7-14",1102
42,37221,"Wednesday",4000047652,1,"IMPULSE MERCHANDISE",115
42,37221,"Wednesday",3400000848,1,"IMPULSE MERCHANDISE",135
8,37222,"Wednesday",2840042052,1,"IMPULSE MERCHANDISE",808
38,37223,"Wednesday",7874235203,1,"DAIRY",1515
38,37223,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
38,37223,"Wednesday",3663201838,1,"DAIRY",1450
38,37223,"Wednesday",4011,1,"PRODUCE",5501
5,37225,"Wednesday",7431255368,1,"PHARMACY OTC",502
5,37225,"Wednesday",7431254914,1,"PHARMACY OTC",502
5,37225,"Wednesday",1111139997,1,"PERSONAL CARE",3165
36,37228,"Wednesday",63084090318,1,"PERSONAL CARE",3140
36,37228,"Wednesday",4011,1,"PRODUCE",5501
36,37228,"Wednesday",7962507258,1,"PERSONAL CARE",4943
36,37228,"Wednesday",68113106873,1,"PERSONAL CARE",6106
22,37229,"Wednesday",88727605583,1,"ELECTRONICS",3642
22,37229,"Wednesday",60538804747,1,"FINANCIAL SERVICES",3903
9,37230,"Wednesday",60538816924,2,"SHOES",1909
9,37230,"Wednesday",60538816924,1,"SHOES",1909
40,37231,"Wednesday",1111101209,2,"PERSONAL CARE",4936
40,37231,"Wednesday",85700200501,2,"OPTICAL - FRAMES",5001
40,37231,"Wednesday",7214000959,1,"IMPULSE MERCHANDISE",338
40,37231,"Wednesday",4009468881,1,"COOK AND DINE",8040
40,37231,"Wednesday",73385499518,1,"BEAUTY",3100
40,37231,"Wednesday",73385499518,2,"BEAUTY",3100
40,37231,"Wednesday",1070070860,1,"CANDY, TOBACCO, COOKIES",707
40,37231,"Wednesday",2800008040,2,"CANDY, TOBACCO, COOKIES",521
40,37231,"Wednesday",2800000448,2,"CANDY, TOBACCO, COOKIES",521
40,37231,"Wednesday",3500050902,2,"PERSONAL CARE",202
40,37231,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
40,37231,"Wednesday",3400000843,1,"IMPULSE MERCHANDISE",135
40,37231,"Wednesday",3400044742,1,"CANDY, TOBACCO, COOKIES",224
40,37231,"Wednesday",7097047125,2,"CANDY, TOBACCO, COOKIES",707
39,37236,"Wednesday",60538800144,1,"DAIRY",9105
39,37236,"Wednesday",84337005147,1,"PERSONAL CARE",5109
39,37236,"Wednesday",60538816286,1,"SHOES",8987
39,37236,"Wednesday",5400010183,1,"HOUSEHOLD PAPER GOODS",3004
999,37237,"Wednesday",68113101660,1,"PHARMACY OTC",2032
999,37237,"Wednesday",30045012304,1,"PHARMACY OTC",2031
999,37237,"Wednesday",5200020808,1,"DSD GROCERY",4607
39,37238,"Wednesday",7431974013,1,"OFFICE SUPPLIES",3548
39,37238,"Wednesday",5100021804,1,"DSD GROCERY",4654
39,37238,"Wednesday",3400000203,1,"IMPULSE MERCHANDISE",115
39,37238,"Wednesday",7874242778,1,"GROCERY DRY GOODS",4404
39,37238,"Wednesday",2670015211,1,"GROCERY DRY GOODS",4405
40,37239,"Wednesday",88796105705,1,"TOYS",1401
40,37239,"Wednesday",7874203272,1,"HOUSEHOLD PAPER GOODS",6650
40,37239,"Wednesday",3338365020,1,"PRODUCE",7501
40,37239,"Wednesday",7432309103,4,"COMM BREAD",3770
40,37239,"Wednesday",3700094595,1,"PERSONAL CARE",9108
40,37239,"Wednesday",2200000067,1,"IMPULSE MERCHANDISE",135
40,37239,"Wednesday",4460030770,1,"HOUSEHOLD CHEMICALS/SUPP",1025
40,37239,"Wednesday",2900000825,1,"DAIRY",1251
40,37239,"Wednesday",30573191550,1,"IMPULSE MERCHANDISE",338
40,37239,"Wednesday",61659450605,1,"DAIRY",7962
40,37239,"Wednesday",7033041713,1,"OFFICE SUPPLIES",3624
40,37239,"Wednesday",2120057235,1,"HOUSEHOLD CHEMICALS/SUPP",9530
40,37239,"Wednesday",2708442561,1,"IMPULSE MERCHANDISE",336
40,37239,"Wednesday",2200000891,1,"IMPULSE MERCHANDISE",135
40,37239,"Wednesday",2100012129,2,"DAIRY",1353
40,37239,"Wednesday",68113197215,1,"PHARMACY OTC",256
40,37239,"Wednesday",3500046113,1,"HOUSEHOLD CHEMICALS/SUPP",130
40,37239,"Wednesday",3800040500,1,"FROZEN FOODS",2112
40,37239,"Wednesday",3800084522,1,"DSD GROCERY",3353
40,37239,"Wednesday",3320006022,1,"HOUSEHOLD CHEMICALS/SUPP",545
6,37240,"Wednesday",7289000119,1,"LIQUOR,WINE,BEER",1201
42,37241,"Wednesday",7874237394,1,"MEAT - FRESH & FROZEN",6501
42,37241,"Wednesday",7524310724,1,"DAIRY",1503
42,37241,"Wednesday",2136881414,1,"COOK AND DINE",2536
42,37241,"Wednesday",68333321538,1,"PERSONAL CARE",9111
42,37241,"Wednesday",60538862097,1,"FINANCIAL SERVICES",0
42,37241,"Wednesday",7874220998,1,"GROCERY DRY GOODS",3855
42,37241,"Wednesday",7314910359,1,"HOME MANAGEMENT",5400
42,37241,"Wednesday",3120020300,1,"DSD GROCERY",4639
42,37241,"Wednesday",7874243353,2,"GROCERY DRY GOODS",2832
42,37241,"Wednesday",3800059661,1,"GROCERY DRY GOODS",3555
42,37241,"Wednesday",2920000205,1,"GROCERY DRY GOODS",3901
42,37241,"Wednesday",7048501000,3,"COOK AND DINE",2775
42,37241,"Wednesday",73507802824,1,"WIRELESS",1710
42,37241,"Wednesday",75149256119,1,"ELECTRONICS",1200
9,37245,"Wednesday",4032673320,1,"MENS WEAR",1663
40,37250,"Wednesday",6827473441,1,"DSD GROCERY",2351
40,37250,"Wednesday",2746722388,1,"INFANT APPAREL",1204
40,37250,"Wednesday",3400000937,2,"IMPULSE MERCHANDISE",100
